Postaja,Regija,Datum,SO2,PM10,NO2
ce mariborska,Savinjska,2018-10-31,,35.0,
celje,Savinjska,2018-10-31,4.0,35.0,27.0
skale,Savinjska,2018-10-31,6.0,22.0,7.0
sostanj,Savinjska,2018-10-31,2.0,27.0,9.0
sv. mohor,Savinjska,2018-10-31,6.0,,7.0
topolsica,Savinjska,2018-10-31,3.0,,
velenje,Savinjska,2018-10-31,5.0,24.0,
veliki vrh,Savinjska,2018-10-31,9.0,,
zavodnje,Savinjska,2018-10-31,5.0,,6.0
hrastnik,Zasavska,2018-10-31,5.0,27.0,
trbovlje,Zasavska,2018-10-31,3.0,42.0,16.0
zagorje,Zasavska,2018-10-31,6.0,54.0,23.0
kranj,Gorenjska,2018-11-30,,25.0,
gorenje polje,Goriška,2018-11-30,,13.0,
morsko,Goriška,2018-11-30,,12.0,
ng grcna,Goriška,2018-11-30,,21.0,
nova gorica,Goriška,2018-11-30,,18.0,21.0
iskrba,Jugovzhodna Slovenija,2018-11-30,1.0,10.0,3.0
novo mesto,Jugovzhodna Slovenija,2018-11-30,,26.0,
graska gora,Koroška,2018-11-30,3.0,,
zerjav,Koroška,2018-11-30,,24.0,
koper,Obalno-kraška,2018-11-30,,16.0,17.0
lj bezigrad,Osrednjeslovenska,2018-11-30,5.0,24.0,24.0
lj biotehniska,Osrednjeslovenska,2018-11-30,,19.0,
lj center,Osrednjeslovenska,2018-11-30,2.0,31.0,36.0
lj gospodarsko,Osrednjeslovenska,2018-11-30,,21.0,
medvode,Osrednjeslovenska,2018-11-30,,20.0,
vnajnarje,Osrednjeslovenska,2018-11-30,,,
maribor,Podravska,2018-11-30,,33.0,30.0
mb vrbanski,Podravska,2018-11-30,,25.0,19.0
miklavz,Podravska,2018-11-30,,31.0,
ptuj,Podravska,2018-11-30,,29.0,
ruse,Podravska,2018-11-30,,30.0,
ms cankarjeva,Pomurska,2018-11-30,,34.0,
ms rakican,Pomurska,2018-11-30,,34.0,14.0
pesje,Posavska,2018-11-30,3.0,18.0,
ce gaji,Savinjska,2018-11-30,3.0,29.0,18.0
ce mariborska,Savinjska,2018-11-30,,34.0,
celje,Savinjska,2018-11-30,3.0,33.0,26.0
skale,Savinjska,2018-11-30,3.0,17.0,9.0
sostanj,Savinjska,2018-11-30,2.0,23.0,13.0
sv. mohor,Savinjska,2018-11-30,6.0,,9.0
topolsica,Savinjska,2018-11-30,4.0,,
velenje,Savinjska,2018-11-30,4.0,21.0,
veliki vrh,Savinjska,2018-11-30,3.0,,
zavodnje,Savinjska,2018-11-30,3.0,,7.0
hrastnik,Zasavska,2018-11-30,5.0,23.0,
trbovlje,Zasavska,2018-11-30,4.0,42.0,15.0
zagorje,Zasavska,2018-11-30,4.0,32.0,21.0
kranj,Gorenjska,2018-12-31,,33.0,
gorenje polje,Goriška,2018-12-31,,19.0,
morsko,Goriška,2018-12-31,,17.0,
ng grcna,Goriška,2018-12-31,,31.0,
nova gorica,Goriška,2018-12-31,,30.0,39.0
iskrba,Jugovzhodna Slovenija,2018-12-31,2.0,10.0,3.0
novo mesto,Jugovzhodna Slovenija,2018-12-31,,43.0,
graska gora,Koroška,2018-12-31,4.0,,
zerjav,Koroška,2018-12-31,,31.0,
koper,Obalno-kraška,2018-12-31,,23.0,27.0
lj bezigrad,Osrednjeslovenska,2018-12-31,6.0,48.0,38.0
lj biotehniska,Osrednjeslovenska,2018-12-31,,38.0,
lj center,Osrednjeslovenska,2018-12-31,1.0,62.0,48.0
lj gospodarsko,Osrednjeslovenska,2018-12-31,,49.0,
medvode,Osrednjeslovenska,2018-12-31,,36.0,
vnajnarje,Osrednjeslovenska,2018-12-31,,,
maribor,Podravska,2018-12-31,,42.0,39.0
mb vrbanski,Podravska,2018-12-31,,29.0,27.0
miklavz,Podravska,2018-12-31,,54.0,
ptuj,Podravska,2018-12-31,,38.0,
ruse,Podravska,2018-12-31,,33.0,
ms cankarjeva,Pomurska,2018-12-31,,56.0,
ms rakican,Pomurska,2018-12-31,,48.0,26.0
pesje,Posavska,2018-12-31,2.0,16.0,
ce gaji,Savinjska,2018-12-31,5.0,59.0,23.0
ce mariborska,Savinjska,2018-12-31,,57.0,
celje,Savinjska,2018-12-31,6.0,50.0,40.0
skale,Savinjska,2018-12-31,4.0,17.0,13.0
sostanj,Savinjska,2018-12-31,1.0,27.0,17.0
sv. mohor,Savinjska,2018-12-31,6.0,,14.0
topolsica,Savinjska,2018-12-31,2.0,,
velenje,Savinjska,2018-12-31,3.0,26.0,
veliki vrh,Savinjska,2018-12-31,3.0,,
zavodnje,Savinjska,2018-12-31,2.0,,8.0
hrastnik,Zasavska,2018-12-31,6.0,34.0,
trbovlje,Zasavska,2018-12-31,3.0,40.0,24.0
zagorje,Zasavska,2018-12-31,5.0,50.0,26.0
kranj,Gorenjska,2019-01-31,,33.0,
gorenje polje,Goriška,2019-01-31,,27.0,
morsko,Goriška,2019-01-31,,19.0,
ng grcna,Goriška,2019-01-31,,32.0,
nova gorica,Goriška,2019-01-31,,30.0,42.0
iskrba,Jugovzhodna Slovenija,2019-01-31,0.6,11.0,4.0
novo mesto,Jugovzhodna Slovenija,2019-01-31,,40.0,
graska gora,Koroška,2019-01-31,4.0,,
zerjav,Koroška,2019-01-31,,28.0,
koper,Obalno-kraška,2019-01-31,,17.0,20.0
lj bezigrad,Osrednjeslovenska,2019-01-31,7.0,36.0,39.0
lj biotehniska,Osrednjeslovenska,2019-01-31,,31.0,
lj center,Osrednjeslovenska,2019-01-31,9.0,52.0,52.0
lj gospodarsko,Osrednjeslovenska,2019-01-31,,37.0,
medvode,Osrednjeslovenska,2019-01-31,,31.0,
maribor,Podravska,2019-01-31,,37.0,36.0
mb vrbanski,Podravska,2019-01-31,,25.0,28.0
miklavz,Podravska,2019-01-31,,46.0,
ptuj,Podravska,2019-01-31,,32.0,
ruse,Podravska,2019-01-31,,25.0,
ms cankarjeva,Pomurska,2019-01-31,,46.0,
ms rakican,Pomurska,2019-01-31,,35.0,20.0
pesje,Posavska,2019-01-31,2.0,17.0,
ce gaji,Savinjska,2019-01-31,8.0,48.0,35.0
ce mariborska,Savinjska,2019-01-31,,53.0,
celje,Savinjska,2019-01-31,4.0,42.0,43.0
skale,Savinjska,2019-01-31,6.0,16.0,11.0
sostanj,Savinjska,2019-01-31,2.0,25.0,16.0
sv. mohor,Savinjska,2019-01-31,5.0,,9.0
topolsica,Savinjska,2019-01-31,4.0,,
velenje,Savinjska,2019-01-31,3.0,25.0,
veliki vrh,Savinjska,2019-01-31,4.0,,
zavodnje,Savinjska,2019-01-31,4.0,,7.0
hrastnik,Zasavska,2019-01-31,2.0,28.0,
trbovlje,Zasavska,2019-01-31,5.0,26.0,24.0
zagorje,Zasavska,2019-01-31,3.0,43.0,28.0
kranj,Gorenjska,2019-02-28,,31.0,
gorenje polje,Goriška,2019-02-28,,36.0,
morsko,Goriška,2019-02-28,,28.0,
ng grcna,Goriška,2019-02-28,,39.0,
nova gorica,Goriška,2019-02-28,,37.0,39.0
iskrba,Jugovzhodna Slovenija,2019-02-28,0.8,11.0,3.0
novo mesto,Jugovzhodna Slovenija,2019-02-28,,36.0,
graska gora,Koroška,2019-02-28,4.0,,
zerjav,Koroška,2019-02-28,,26.0,
koper,Obalno-kraška,2019-02-28,,25.0,24.0
lj bezigrad,Osrednjeslovenska,2019-02-28,5.0,39.0,44.0
lj biotehniska,Osrednjeslovenska,2019-02-28,,32.0,
lj center,Osrednjeslovenska,2019-02-28,4.0,51.0,56.0
lj gospodarsko,Osrednjeslovenska,2019-02-28,,44.0,
medvode,Osrednjeslovenska,2019-02-28,,33.0,
maribor,Podravska,2019-02-28,,33.0,38.0
mb vrbanski,Podravska,2019-02-28,,25.0,25.0
miklavz,Podravska,2019-02-28,,47.0,
ptuj,Podravska,2019-02-28,,36.0,
ruse,Podravska,2019-02-28,,25.0,
ms cankarjeva,Pomurska,2019-02-28,,44.0,
ms rakican,Pomurska,2019-02-28,,34.0,21.0
pesje,Posavska,2019-02-28,3.0,20.0,
ce gaji,Savinjska,2019-02-28,6.0,43.0,30.0
ce mariborska,Savinjska,2019-02-28,,55.0,
celje,Savinjska,2019-02-28,3.0,50.0,42.0
skale,Savinjska,2019-02-28,5.0,19.0,11.0
sostanj,Savinjska,2019-02-28,3.0,29.0,16.0
sv. mohor,Savinjska,2019-02-28,6.0,,9.0
topolsica,Savinjska,2019-02-28,6.0,,
velenje,Savinjska,2019-02-28,3.0,27.0,
veliki vrh,Savinjska,2019-02-28,4.0,,
zavodnje,Savinjska,2019-02-28,4.0,,8.0
hrastnik,Zasavska,2019-02-28,2.0,33.0,
trbovlje,Zasavska,2019-02-28,5.0,44.0,30.0
zagorje,Zasavska,2019-02-28,3.0,49.0,31.0
kranj,Gorenjska,2019-03-31,,21.0,
gorenje polje,Goriška,2019-03-31,,21.0,
morsko,Goriška,2019-03-31,,17.0,
ng grcna,Goriška,2019-03-31,,24.0,
nova gorica,Goriška,2019-03-31,,23.0,31.0
iskrba,Jugovzhodna Slovenija,2019-03-31,0.6,9.0,2.0
novo mesto,Jugovzhodna Slovenija,2019-03-31,,23.0,
graska gora,Koroška,2019-03-31,4.0,,
zerjav,Koroška,2019-03-31,,19.0,
koper,Obalno-kraška,2019-03-31,,18.0,18.0
lj bezigrad,Osrednjeslovenska,2019-03-31,2.0,21.0,28.0
lj biotehniska,Osrednjeslovenska,2019-03-31,,18.0,
lj center,Osrednjeslovenska,2019-03-31,3.0,30.0,51.0
lj gospodarsko,Osrednjeslovenska,2019-03-31,,23.0,
medvode,Osrednjeslovenska,2019-03-31,,22.0,
maribor,Podravska,2019-03-31,,20.0,30.0
mb vrbanski,Podravska,2019-03-31,,15.0,17.0
miklavz,Podravska,2019-03-31,,24.0,
ptuj,Podravska,2019-03-31,,20.0,
ruse,Podravska,2019-03-31,,17.0,
ms cankarjeva,Pomurska,2019-03-31,,26.0,
ms rakican,Pomurska,2019-03-31,,19.0,14.0
pesje,Posavska,2019-03-31,3.0,16.0,
ce gaji,Savinjska,2019-03-31,5.0,24.0,18.0
ce mariborska,Savinjska,2019-03-31,,32.0,
celje,Savinjska,2019-03-31,6.0,30.0,32.0
skale,Savinjska,2019-03-31,5.0,15.0,6.0
sostanj,Savinjska,2019-03-31,2.0,19.0,12.0
sv. mohor,Savinjska,2019-03-31,6.0,,6.0
topolsica,Savinjska,2019-03-31,4.0,,
velenje,Savinjska,2019-03-31,3.0,18.0,
veliki vrh,Savinjska,2019-03-31,3.0,,
zavodnje,Savinjska,2019-03-31,4.0,,5.0
hrastnik,Zasavska,2019-03-31,1.0,20.0,
trbovlje,Zasavska,2019-03-31,5.0,26.0,26.0
zagorje,Zasavska,2019-03-31,3.0,27.0,25.0
kranj,Gorenjska,2019-04-30,,19.0,
gorenje polje,Goriška,2019-04-30,,18.0,
morsko,Goriška,2019-04-30,,15.0,
ng grcna,Goriška,2019-04-30,,21.0,
nova gorica,Goriška,2019-04-30,,20.0,24.0
iskrba,Jugovzhodna Slovenija,2019-04-30,0.6,16.0,2.0
novo mesto,Jugovzhodna Slovenija,2019-04-30,,24.0,
graska gora,Koroška,2019-04-30,4.0,,
zerjav,Koroška,2019-04-30,,22.0,
koper,Obalno-kraška,2019-04-30,,20.0,16.0
lj bezigrad,Osrednjeslovenska,2019-04-30,3.0,22.0,23.0
lj biotehniska,Osrednjeslovenska,2019-04-30,,20.0,
lj center,Osrednjeslovenska,2019-04-30,4.0,33.0,46.0
lj gospodarsko,Osrednjeslovenska,2019-04-30,,25.0,
medvode,Osrednjeslovenska,2019-04-30,,19.0,
maribor,Podravska,2019-04-30,,26.0,25.0
mb vrbanski,Podravska,2019-04-30,,21.0,16.0
miklavz,Podravska,2019-04-30,,26.0,
ptuj,Podravska,2019-04-30,,25.0,
ruse,Podravska,2019-04-30,,20.0,
ms cankarjeva,Pomurska,2019-04-30,,27.0,
ms rakican,Pomurska,2019-04-30,,24.0,10.0
pesje,Posavska,2019-04-30,4.0,20.0,
ce gaji,Savinjska,2019-04-30,10.0,27.0,10.0
ce mariborska,Savinjska,2019-04-30,,30.0,
celje,Savinjska,2019-04-30,3.0,30.0,27.0
skale,Savinjska,2019-04-30,6.0,19.0,5.0
sostanj,Savinjska,2019-04-30,3.0,22.0,8.0
sv. mohor,Savinjska,2019-04-30,6.0,,4.0
topolsica,Savinjska,2019-04-30,3.0,,
velenje,Savinjska,2019-04-30,5.0,20.0,
veliki vrh,Savinjska,2019-04-30,2.0,,
zavodnje,Savinjska,2019-04-30,4.0,,5.0
hrastnik,Zasavska,2019-04-30,1.0,23.0,
trbovlje,Zasavska,2019-04-30,5.0,30.0,24.0
zagorje,Zasavska,2019-04-30,4.0,25.0,20.0
kranj,Gorenjska,2019-05-31,,10.0,
gorenje polje,Goriška,2019-05-31,,8.0,
morsko,Goriška,2019-05-31,,8.0,
ng grcna,Goriška,2019-05-31,,13.0,
nova gorica,Goriška,2019-05-31,,10.0,19.0
iskrba,Jugovzhodna Slovenija,2019-05-31,0.5,7.0,2.0
novo mesto,Jugovzhodna Slovenija,2019-05-31,,11.0,
graska gora,Koroška,2019-05-31,4.0,,
zerjav,Koroška,2019-05-31,,14.0,
koper,Obalno-kraška,2019-05-31,,10.0,13.0
lj bezigrad,Osrednjeslovenska,2019-05-31,5.0,10.0,18.0
lj biotehniska,Osrednjeslovenska,2019-05-31,,9.0,
lj center,Osrednjeslovenska,2019-05-31,3.0,20.0,34.0
lj gospodarsko,Osrednjeslovenska,2019-05-31,,12.0,
medvode,Osrednjeslovenska,2019-05-31,,9.0,
maribor,Podravska,2019-05-31,,14.0,20.0
mb vrbanski,Podravska,2019-05-31,,11.0,12.0
miklavz,Podravska,2019-05-31,,13.0,
ptuj,Podravska,2019-05-31,,12.0,
ruse,Podravska,2019-05-31,,11.0,
ms cankarjeva,Pomurska,2019-05-31,,13.0,
ms rakican,Pomurska,2019-05-31,,11.0,7.0
pesje,Posavska,2019-05-31,6.0,10.0,
ce gaji,Savinjska,2019-05-31,11.0,13.0,5.0
ce mariborska,Savinjska,2019-05-31,,14.0,
celje,Savinjska,2019-05-31,5.0,15.0,16.0
skale,Savinjska,2019-05-31,5.0,9.0,4.0
sostanj,Savinjska,2019-05-31,3.0,10.0,5.0
sv. mohor,Savinjska,2019-05-31,7.0,,3.0
topolsica,Savinjska,2019-05-31,4.0,,
velenje,Savinjska,2019-05-31,2.0,9.0,
veliki vrh,Savinjska,2019-05-31,2.0,,
zavodnje,Savinjska,2019-05-31,2.0,,3.0
hrastnik,Zasavska,2019-05-31,1.0,10.0,
trbovlje,Zasavska,2019-05-31,6.0,11.0,14.0
zagorje,Zasavska,2019-05-31,3.0,12.0,14.0
kranj,Gorenjska,2019-06-30,,19.0,
gorenje polje,Goriška,2019-06-30,,16.0,
morsko,Goriška,2019-06-30,,15.0,
ng grcna,Goriška,2019-06-30,,23.0,
nova gorica,Goriška,2019-06-30,,19.0,19.0
iskrba,Jugovzhodna Slovenija,2019-06-30,1.0,16.0,2.0
novo mesto,Jugovzhodna Slovenija,2019-06-30,,18.0,
graska gora,Koroška,2019-06-30,5.0,,
zerjav,Koroška,2019-06-30,,22.0,
koper,Obalno-kraška,2019-06-30,,21.0,14.0
lj bezigrad,Osrednjeslovenska,2019-06-30,3.0,20.0,16.0
lj biotehniska,Osrednjeslovenska,2019-06-30,,20.0,
lj center,Osrednjeslovenska,2019-06-30,3.0,29.0,35.0
lj gospodarsko,Osrednjeslovenska,2019-06-30,,23.0,
medvode,Osrednjeslovenska,2019-06-30,,15.0,
maribor,Podravska,2019-06-30,,24.0,21.0
mb vrbanski,Podravska,2019-06-30,,23.0,11.0
miklavz,Podravska,2019-06-30,,24.0,
ptuj,Podravska,2019-06-30,,23.0,
ruse,Podravska,2019-06-30,,22.0,
ms cankarjeva,Pomurska,2019-06-30,,21.0,
ms rakican,Pomurska,2019-06-30,,20.0,8.0
pesje,Posavska,2019-06-30,3.0,21.0,
ce gaji,Savinjska,2019-06-30,9.0,23.0,3.0
ce mariborska,Savinjska,2019-06-30,,21.0,
celje,Savinjska,2019-06-30,3.0,22.0,16.0
skale,Savinjska,2019-06-30,6.0,20.0,4.0
sostanj,Savinjska,2019-06-30,2.0,19.0,8.0
sv. mohor,Savinjska,2019-06-30,8.0,,3.0
topolsica,Savinjska,2019-06-30,3.0,,
velenje,Savinjska,2019-06-30,1.0,16.0,
veliki vrh,Savinjska,2019-06-30,2.0,,
zavodnje,Savinjska,2019-06-30,5.0,,4.0
hrastnik,Zasavska,2019-06-30,1.0,19.0,
trbovlje,Zasavska,2019-06-30,4.0,19.0,12.0
zagorje,Zasavska,2019-06-30,3.0,21.0,14.0
kranj,Gorenjska,2019-07-31,,14.0,
gorenje polje,Goriška,2019-07-31,,12.0,
morsko,Goriška,2019-07-31,,11.0,
ng grcna,Goriška,2019-07-31,,16.0,
nova gorica,Goriška,2019-07-31,,13.0,18.0
iskrba,Jugovzhodna Slovenija,2019-07-31,0.7,12.0,2.0
novo mesto,Jugovzhodna Slovenija,2019-07-31,,13.0,
graska gora,Koroška,2019-07-31,6.0,,
zerjav,Koroška,2019-07-31,,14.0,
koper,Obalno-kraška,2019-07-31,,15.0,14.0
lj bezigrad,Osrednjeslovenska,2019-07-31,3.0,14.0,15.0
lj biotehniska,Osrednjeslovenska,2019-07-31,,14.0,
lj center,Osrednjeslovenska,2019-07-31,6.0,29.0,38.0
lj gospodarsko,Osrednjeslovenska,2019-07-31,,17.0,
medvode,Osrednjeslovenska,2019-07-31,,10.0,
maribor,Podravska,2019-07-31,,18.0,18.0
mb vrbanski,Podravska,2019-07-31,,17.0,10.0
miklavz,Podravska,2019-07-31,,21.0,
ptuj,Podravska,2019-07-31,,18.0,
ruse,Podravska,2019-07-31,,16.0,
ms cankarjeva,Pomurska,2019-07-31,,17.0,
ms rakican,Pomurska,2019-07-31,,17.0,8.0
pesje,Posavska,2019-07-31,5.0,16.0,
ce gaji,Savinjska,2019-07-31,5.0,15.0,2.0
ce mariborska,Savinjska,2019-07-31,,16.0,
celje,Savinjska,2019-07-31,5.0,17.0,15.0
skale,Savinjska,2019-07-31,5.0,15.0,4.0
sostanj,Savinjska,2019-07-31,3.0,13.0,8.0
sv. mohor,Savinjska,2019-07-31,7.0,,3.0
topolsica,Savinjska,2019-07-31,4.0,,
velenje,Savinjska,2019-07-31,4.0,12.0,
veliki vrh,Savinjska,2019-07-31,3.0,,
zavodnje,Savinjska,2019-07-31,5.0,,4.0
hrastnik,Zasavska,2019-07-31,1.0,15.0,
trbovlje,Zasavska,2019-07-31,3.0,13.0,10.0
zagorje,Zasavska,2019-07-31,1.0,17.0,13.0
kranj,Gorenjska,2019-08-31,,15.0,
gorenje polje,Goriška,2019-08-31,,15.0,
morsko,Goriška,2019-08-31,,14.0,
ng grcna,Goriška,2019-08-31,,19.0,
nova gorica,Goriška,2019-08-31,,15.0,18.0
iskrba,Jugovzhodna Slovenija,2019-08-31,1.0,14.0,2.0
novo mesto,Jugovzhodna Slovenija,2019-08-31,,16.0,
graska gora,Koroška,2019-08-31,2.0,,
zerjav,Koroška,2019-08-31,,16.0,
koper,Obalno-kraška,2019-08-31,,17.0,12.0
lj bezigrad,Osrednjeslovenska,2019-08-31,3.0,16.0,14.0
lj biotehniska,Osrednjeslovenska,2019-08-31,,15.0,
lj center,Osrednjeslovenska,2019-08-31,7.0,33.0,36.0
lj gospodarsko,Osrednjeslovenska,2019-08-31,,18.0,
medvode,Osrednjeslovenska,2019-08-31,,12.0,
maribor,Podravska,2019-08-31,,16.0,16.0
mb vrbanski,Podravska,2019-08-31,,14.0,7.0
miklavz,Podravska,2019-08-31,,16.0,
ptuj,Podravska,2019-08-31,,16.0,
ruse,Podravska,2019-08-31,,14.0,
ms cankarjeva,Pomurska,2019-08-31,,17.0,
ms rakican,Pomurska,2019-08-31,,15.0,8.0
pesje,Posavska,2019-08-31,7.0,17.0,
ce gaji,Savinjska,2019-08-31,4.0,17.0,8.0
ce mariborska,Savinjska,2019-08-31,,18.0,
celje,Savinjska,2019-08-31,5.0,19.0,14.0
skale,Savinjska,2019-08-31,7.0,17.0,4.0
sostanj,Savinjska,2019-08-31,3.0,15.0,7.0
sv. mohor,Savinjska,2019-08-31,6.0,,2.0
topolsica,Savinjska,2019-08-31,2.0,,
velenje,Savinjska,2019-08-31,4.0,15.0,
veliki vrh,Savinjska,2019-08-31,4.0,,
zavodnje,Savinjska,2019-08-31,5.0,,4.0
hrastnik,Zasavska,2019-08-31,2.0,15.0,
trbovlje,Zasavska,2019-08-31,3.0,15.0,12.0
zagorje,Zasavska,2019-08-31,1.0,17.0,12.0
kranj,Gorenjska,2019-09-30,,13.0,
gorenje polje,Goriška,2019-09-30,,13.0,
morsko,Goriška,2019-09-30,,10.0,
ng grcna,Goriška,2019-09-30,,17.0,
nova gorica,Goriška,2019-09-30,,14.0,22.0
iskrba,Jugovzhodna Slovenija,2019-09-30,0.7,10.0,2.0
novo mesto,Jugovzhodna Slovenija,2019-09-30,,13.0,
graska gora,Koroška,2019-09-30,3.0,,
zerjav,Koroška,2019-09-30,,14.0,
koper,Obalno-kraška,2019-09-30,,12.0,12.0
lj bezigrad,Osrednjeslovenska,2019-09-30,5.0,13.0,18.0
lj biotehniska,Osrednjeslovenska,2019-09-30,,12.0,
lj center,Osrednjeslovenska,2019-09-30,5.0,25.0,46.0
lj gospodarsko,Osrednjeslovenska,2019-09-30,,16.0,
medvode,Osrednjeslovenska,2019-09-30,,7.0,
maribor,Podravska,2019-09-30,,15.0,18.0
mb vrbanski,Podravska,2019-09-30,,11.0,9.0
miklavz,Podravska,2019-09-30,,13.0,
ptuj,Podravska,2019-09-30,,13.0,
ruse,Podravska,2019-09-30,,10.0,
ms cankarjeva,Pomurska,2019-09-30,,15.0,
ms rakican,Pomurska,2019-09-30,,14.0,10.0
pesje,Posavska,2019-09-30,3.0,14.0,
ce gaji,Savinjska,2019-09-30,6.0,13.0,11.0
ce mariborska,Savinjska,2019-09-30,,17.0,
celje,Savinjska,2019-09-30,4.0,16.0,19.0
skale,Savinjska,2019-09-30,5.0,12.0,4.0
sostanj,Savinjska,2019-09-30,2.0,14.0,8.0
sv. mohor,Savinjska,2019-09-30,4.0,,3.0
topolsica,Savinjska,2019-09-30,2.0,,
velenje,Savinjska,2019-09-30,1.0,13.0,
veliki vrh,Savinjska,2019-09-30,3.0,,
zavodnje,Savinjska,2019-09-30,4.0,,5.0
hrastnik,Zasavska,2019-09-30,3.0,12.0,
trbovlje,Zasavska,2019-09-30,4.0,13.0,14.0
zagorje,Zasavska,2019-09-30,1.0,15.0,17.0
kranj,Gorenjska,2019-10-31,,19.0,
gorenje polje,Goriška,2019-10-31,,17.0,
morsko,Goriška,2019-10-31,,17.0,
ng grcna,Goriška,2019-10-31,,25.0,
nova gorica,Goriška,2019-10-31,,20.0,27.0
iskrba,Jugovzhodna Slovenija,2019-10-31,0.7,12.0,2.0
novo mesto,Jugovzhodna Slovenija,2019-10-31,,16.0,
graska gora,Koroška,2019-10-31,4.0,,
zerjav,Koroška,2019-10-31,,19.0,
koper,Obalno-kraška,2019-10-31,,20.0,11.0
lj bezigrad,Osrednjeslovenska,2019-10-31,3.0,19.0,23.0
lj biotehniska,Osrednjeslovenska,2019-10-31,,17.0,
lj center,Osrednjeslovenska,2019-10-31,4.0,26.0,49.0
lj gospodarsko,Osrednjeslovenska,2019-10-31,,21.0,
medvode,Osrednjeslovenska,2019-10-31,,7.0,
maribor,Podravska,2019-10-31,,20.0,23.0
mb vrbanski,Podravska,2019-10-31,,15.0,15.0
miklavz,Podravska,2019-10-31,,20.0,
ptuj,Podravska,2019-10-31,,18.0,
ruse,Podravska,2019-10-31,,17.0,
ms cankarjeva,Pomurska,2019-10-31,,22.0,
ms rakican,Pomurska,2019-10-31,,19.0,12.0
pesje,Posavska,2019-10-31,3.0,16.0,
ce gaji,Savinjska,2019-10-31,13.0,17.0,15.0
ce mariborska,Savinjska,2019-10-31,,22.0,
celje,Savinjska,2019-10-31,2.0,21.0,22.0
skale,Savinjska,2019-10-31,5.0,14.0,6.0
sostanj,Savinjska,2019-10-31,3.0,20.0,9.0
sv. mohor,Savinjska,2019-10-31,4.0,,3.0
topolsica,Savinjska,2019-10-31,2.0,,
velenje,Savinjska,2019-10-31,3.0,18.0,
veliki vrh,Savinjska,2019-10-31,2.0,,
zavodnje,Savinjska,2019-10-31,3.0,,6.0
hrastnik,Zasavska,2019-10-31,,18.0,
trbovlje,Zasavska,2019-10-31,4.0,20.0,14.0
zagorje,Zasavska,2019-10-31,2.0,20.0,21.0
kranj,Gorenjska,2019-11-30,,17.0,
gorenje polje,Goriška,2019-11-30,,8.0,
morsko,Goriška,2019-11-30,,8.0,
ng grcna,Goriška,2019-11-30,,18.0,
nova gorica,Goriška,2019-11-30,,15.0,26.0
iskrba,Jugovzhodna Slovenija,2019-11-30,0.7,6.0,3.0
novo mesto,Jugovzhodna Slovenija,2019-11-30,,19.0,
graska gora,Koroška,2019-11-30,4.0,,
zerjav,Koroška,2019-11-30,,15.0,
koper,Obalno-kraška,2019-11-30,,13.0,9.0
lj bezigrad,Osrednjeslovenska,2019-11-30,4.0,18.0,27.0
lj biotehniska,Osrednjeslovenska,2019-11-30,,17.0,
lj center,Osrednjeslovenska,2019-11-30,4.0,31.0,
lj gospodarsko,Osrednjeslovenska,2019-11-30,,19.0,
medvode,Osrednjeslovenska,2019-11-30,,8.0,
maribor,Podravska,2019-11-30,,22.0,22.0
mb vrbanski,Podravska,2019-11-30,,15.0,25.0
miklavz,Podravska,2019-11-30,,20.0,
ptuj,Podravska,2019-11-30,,20.0,
ruse,Podravska,2019-11-30,,20.0,
ms cankarjeva,Pomurska,2019-11-30,,25.0,
ms rakican,Pomurska,2019-11-30,,22.0,13.0
pesje,Posavska,2019-11-30,3.0,12.0,
ce gaji,Savinjska,2019-11-30,12.0,18.0,14.0
ce mariborska,Savinjska,2019-11-30,,27.0,
celje,Savinjska,2019-11-30,3.0,23.0,25.0
skale,Savinjska,2019-11-30,2.0,12.0,8.0
sostanj,Savinjska,2019-11-30,3.0,17.0,10.0
sv. mohor,Savinjska,2019-11-30,4.0,,7.0
topolsica,Savinjska,2019-11-30,3.0,,
velenje,Savinjska,2019-11-30,4.0,13.0,
veliki vrh,Savinjska,2019-11-30,1.0,,
zavodnje,Savinjska,2019-11-30,1.0,,6.0
hrastnik,Zasavska,2019-11-30,,18.0,
trbovlje,Zasavska,2019-11-30,4.0,24.0,20.0
zagorje,Zasavska,2019-11-30,3.0,22.0,23.0
kranj,Gorenjska,2019-12-31,,25.0,
gorenje polje,Goriška,2019-12-31,,19.0,
morsko,Goriška,2019-12-31,,16.0,
ng grcna,Goriška,2019-12-31,,29.0,
nova gorica,Goriška,2019-12-31,,25.0,30.0
iskrba,Jugovzhodna Slovenija,2019-12-31,0.6,8.0,3.0
novo mesto,Jugovzhodna Slovenija,2019-12-31,,30.0,
graska gora,Koroška,2019-12-31,4.0,,
zerjav,Koroška,2019-12-31,,26.0,
koper,Obalno-kraška,2019-12-31,,17.0,21.0
lj bezigrad,Osrednjeslovenska,2019-12-31,4.0,31.0,37.0
lj biotehniska,Osrednjeslovenska,2019-12-31,,26.0,
lj center,Osrednjeslovenska,2019-12-31,4.0,32.0,50.0
lj gospodarsko,Osrednjeslovenska,2019-12-31,,32.0,
medvode,Osrednjeslovenska,2019-12-31,,9.0,
maribor,Podravska,2019-12-31,,27.0,28.0
mb vrbanski,Podravska,2019-12-31,,19.0,35.0
miklavz,Podravska,2019-12-31,,32.0,
ptuj,Podravska,2019-12-31,,26.0,
ruse,Podravska,2019-12-31,,20.0,
ms cankarjeva,Pomurska,2019-12-31,,35.0,
